职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
仓库管理员,安徽蕾扬科技有限公司,5-7千,杭州,03-07发布,2年经验,绩效奖金,电子技术/半导体/集成电路,,民营  
仓储管理部高级经理,上海环东供应链有限公司,2.5-3万,东莞-常平镇,大专,3-4年经验,企业合同,交通/运输/物流,1.负责办公室日常IT管理，为员工提供客户端支持服务。2、计算机终端操作系统、常用办公软件及硬件方面技术支持3、按照要求对桌面、网络、机房设备进行巡检4、负责电脑周边设备（打印机、扫描仪、传真机、复印机、投影仪等）接入、管理与维护5、公司固定资产的统计和以及管理任职资格:1、专科以上学历，计算机、网络相关专业，3-5年以上桌面运维经验；2、熟悉主流操作系统，了解常见办公软件和外设的安装、配置、排障，以及邮件客户端的调试及安装；掌握计算机网络相关知识，熟悉各种网络设备的设置，熟悉日常办公设备和电脑软件的故障检测及排除；3、具有良好的语言表达能力和沟通技巧，具备良好的职业素养，遵守公司各项规章制度，服从上级管理要求；,民营  |  500-1000人
仓库管理员,江苏安珈新材料科技有限公司,5-6千,无锡-滨湖区,大专,1年经验,五险一金,原材料和加工,岗位职责认真执行公司《仓库管理制度》的规定；负责货物入库的装卸摆放、贮存、保管、出库等工作；合理使用各区域，落实节约仓库、合理布局的工作原则，货物摆放整齐、堆放合理；负责定期对仓库进行盘点；负责配送货物的备货工作；负责货物存储的质量安全以及日常的虫害、鼠害等预防工作；负责仓库的日常卫生工作；完成仓库主管交办的其他工作任职要求：专科及以上学历；吃苦耐劳，有较强的责任心和奉献精神。,民营  |  150-500人
项目商务管理（应届）,上海建工一建集团有限公司,10-15万/年,长沙,中技/中专,1年经验,上海建工一建集团有限公司,建筑/建材/工程,"岗位内容：1、负责各类成品的入库、保管、出库、库存控制、盘点、呆料提报等管理工作，实现仓库管理的顺畅，保证出货的及时与准确；2、按公司制度与操作流程做好各类成品的收、管、发等工作，及时准确地完成出货任务，合理进行选备货以提升库存良率，按时完成盘点任务，保证库存的账物卡一致性；3、按单、按流程做好成品出入库工作，手续不齐、单据不全拒绝出入库；4、做好库区“7S”工作，保证货物摆放整齐有序，合理规范，干净整洁；5、月末盘点工作。任职资格:1、中专及以上学历，一年以上工作经验，了解仓库工作流程；2、熟练掌握计算机操作，对数字敏感，熟悉ERP系统优先；3、有仓库流程改善经验和意识，能根据公司实际情况，改善仓库工作流程；4、工作积极主动，反应敏捷，工作认真负责，有较强的抗压能力,能接受加班",国企  |  1000-5000人
浆站质量管理员,深圳市卫光生物制品股份有限公司,9千-1.3万,上海,本科,2年经验,专业培训,制药/生物工程,职责描述：1、负责客户定制化培训项目的开发与业务合作；2、通过电话及拜访等方式联系客户，建立良好的关系；3、熟悉公司的产品及业务，负责商机挖掘，进行商机的跟进、项目方案演示，完成基本的商务谈判促成合作以及合同签订，完成业绩指标；4、根据公司整体发展战略，完成上级交付的其他事宜。任职要求：1、统招本科及以上学历，2年及以上企业级大客户销售经验；2、对企业定制化培训、企业服务的销售全流程和解决方案有一定的理解和认识；3、良好的沟通技巧和说服能力，善于与客户沟通，具有一定的商务谈判能力；4、具备极强的学习能力，能够合理协调自身及公司资源；5、为人正直，责任感强烈、具有良好的团队合作精神和职业化素养，坚持长期主义、有韧性、皮实。其他信息,国企  |  500-1000人
物流培训管理生,佛吉亚（青岛）排气系统有限公司,4.5-6千,,,,五险一金,汽车,,外资（欧美）  |  150-500人
培训项目管理- 教育科技公司,成都交通高级技工学校,12-16万/年,深圳-福田区,硕士,3-4年经验,培训项目管理,学术/科研,"1、熟悉国内外业务连续性和信息科技方面监管规定，负责全行业务连续性管理体系（架构、制度等）的建设及实施；2、负责组织、协调、指导业务连续性管理的风险评估、业务影响分析等工作的开展；3、负责组织推进全行健全重要业务应急预案（业务应急预案）体系，并定期组织、协调、指导业务连续性演练；4、负责实施业务连续性管理工作监督及报告；5、负责组织开展全行多层次、多角度业务连续性及信息科技风险管理宣传与培训等。""任职资格：1、硕士研究生及以上学历,IT专业、金融、经济等专业；IT相关专业优先，2、具备3年及以上IT风险管理、银行风险管理、IT审计等相关工作经验，熟悉银行业务及连续性管理者优先。3、具有较好的逻辑思维、沟通协调能力；具备较好的文字驾驭能力，能熟练运用PPT、EXCEL等工具。熟练使用Python、SQL等统计工具者优先。",国企  |  150-500人
项目技术管理（应届）,上海建工一建集团有限公司,10-15万/年,昆山,中技/中专,3-4年经验,上海建工一建集团有限公司,建筑/建材/工程,,国企  |  1000-5000人
科研管理工程师,茂名绿色化工研究院,8千-1.6万,深圳-宝安区,中技/中专,1年经验,五险一金,学术/科研,岗位职责：1、认真贯彻执行药品质量管理法律、法规，确保入库药品质量；2、负责本公司所经营药品的验收工作，保证本公司所经营的药品是从合法单位购进，药品质量符合法定的标准；3、负责按照法定标准和合同规定的质量条款对购进药品、销退药品在规定时间里的处理；4、负责药品的养护，要求完成日常养护工作。任职资格：1、具有相关药学专业及相关工作经验；2、有执业药师证者优先；3、具备优秀的服务意识、较强的沟通能力，诚信正直，吃苦耐劳；,事业单位  |  少于50人
环保工程项目管理助理,浙江海拓环境技术有限公司,6-8千,,,,环保,环保,,国企  |  500-1000人
SQE供应链品质管理工程师 (MJ000128),广州朗国电子科技股份有限公司,8千-1.5万·13薪,杭州,高中,3-4年经验,SQE,电子技术/半导体/集成电路,"-负责店铺收货、出货，并确保出入货记录和库存记录的正确性-负责库房的货品摆放、分类及整洁-负责线上及线下销售的产品包装及出货-负责店铺间货品的转换，退回事宜-负责库存盘点，完成相关报告-包装材料的日常管理，并培训同事熟悉公司的包装制度-为销售提供其他日常支持性工作职位要求：-高中或中专以上学历-工作积极,注重细节",已上市  |  150-500人
项目技术管理（应届）,上海建工一建集团有限公司,10-15万/年,武汉,中技/中专,1年经验,上海建工一建集团有限公司,建筑/建材/工程,岗位职责：1、仓储物料库存管理2、生产物料进库、出库记录及统计3、物料周转、库存情况统计报表4、物料盘存及盈亏统计报表岗位要求：1、有3年以上仓储管理经验2、熟悉ERP、金蝶等及办公软件,国企  |  1000-5000人
组织和人力资源部-人力资源管理岗,财通证券股份有限公司,1.3-2万,常州-溧阳市,高中,1年经验,五险一金,金融/投资/证券,岗位职责：1.仓管员收货时，要严格核对品名、数量、规格是否与送货单一致，如不一致可以拒绝收货。2.入库的物料应分类堆放整齐，杜绝不安全因素；并设物料卡，标识清楚。3.仓管员发料时根据系统操作员开具的领料单，按照“先进先出”的原则，不能多发或少发。4.成品发货应有业务的出货通知单及仓库销货单方可发货，否则不予发货。5.所有物料收货后应及时入库，物料卡准确登记；发货后应及时过账和登记物料卡。6.仓管员应坚持日常盘点和月末盘点工作，做到帐、物、卡一致。7.做好日常的“6S”工作，定期检查存货，有异常立即上报。8.严禁在仓库吸烟、用火和乱接使用电器。9.仓管员要按时上下班，遵守公司各项规章制度，有需要加班的要服从加班安排。10.仓管员要妥善保管好各类单据，要保守公司机密，不得擅自将有关文件带出厂外。11.仓管员如未履行自己的职责，对公司财产造成损失，公司有权追究其经济责任，严重的应追究其法律责任。12.仓管员调动或离职前，应办理移交手续，逐项交接清楚；如有问题，必须限期查清方可移交，移交双方及上级主管人员必须签字确认。任职要求：1.基本的财务知识，了解物料的特性。2.熟悉物料的进、出库管理流程，物料进、出库相关的系统录入及操作。3.熟悉统计作业，能根据上级主管要求整理出需要的物料数据。4.每月库存盘点，单据的整理和归档。5.工作认真负责、思路清晰，能吃苦，能承受加班。6.1年以上仓库现场管理工作经验；7.熟悉计算机办公软件的使用和操作。8.具备组织协调和解决问题的能力。,国企  |  5000-10000人
服装商品管理,杭州名雪服饰股份有限公司,7千-1万,宁波,大专,1年经验,工作餐,服装/纺织/皮革,,民营  |  50-150人
律师/律助(公募REITs、资产证券化等泛资产管理业务),北京市竞天公诚律师事务所上海分所,1.5-3万,上海-虹口区,大专,2年经验,法律,法律,岗位要求：1，有空运一代航线经验2，市场行情运价分析，各航司航线运价管理3，收集并整理航线运力、运量变化、市场竞争动态和运价波动信息4，制作价目表供海外部门推广和报价参考，并进行跟进和分析，寻找最优运价资源5，积极参与市场价格平台的建设和维护公司现有资源任职要求：1，大专以上学历，国贸、营销、物流等相关专业，同行业相关工作经验两年以上2，工作细心、积极主动，责任心强，具有较强的沟通协调及团队合作能力3，熟悉国际货运代理运作流程，懂行业各航线优势价格4，有同行业经验，航司资源，善于整合资源5，英文听说读写流利者优先,民营  |  150-500人
项目技术管理（应届）,上海建工一建集团有限公司,10-15万/年,焦作,大专,1年经验,上海建工一建集团有限公司,建筑/建材/工程,"部门职能：负责资金筹措和使用监督管理，包括资金的催收、结算和核算、资金的预算管理、债务融资事项、中长期项目等专项业务资金管理；金融政策研究等工作。资金部/岗也为应收账款信用管理、现金流归口管理部门。部门职责：1、正确合理调度资金，提高资金使用效率，为企业发展积累资金。2、负责做好资金管理，组织各业务部门做好应收账款账期管理，协助财务总监管理应收账款事项，催收应收账款，加快资金回笼，准时进帐、存款，保证日常合理开支需要的供给。3、负责组织公司内部各个环节的财务收支情况，遵守国家现金管理制度，加强对资金收支的管理和监督。4、负责与集团（包括国药租赁公)、省公司资金部、金融部门的联系，协助总经理、财务总监处理好与这些部门的关系，及时掌握银行、集团金融政策动向,为医院融资搭好桥梁和协助工作，达到应收账款管理目的。5、负责办理银行、集团借款及保理等业务手续。岗位职责：1、收付款项，（1）及时办理支票进账，银承贴息等相关业务，当日业务当日完成；（2）审核付款申请书，按付款申请书要求及时准确支付款项，确保合理、合规、准确无误。（3)根据公司规定的费用报销和收付款审批手续，及时、准确支付报销款项。不符合规定的，即使领导签字，也可以拒接付款并及时反馈沟通。（4)每日整理收付款单据传到应收、总账会计岗。2、银行存款管理（1）负责银行账户的日常结算，做到日清月结，月末30/31日与银行核对存款余额；（2）每周六向总经理、财务总监报告资金的周转情况，并提供系统、全面的数据资料；（3）做好资金U盾（建行、郑州银行、中信银行、平安银行）安全防范措施，避免资金风险。3.财务票据管理（1）对财务票据进行妥善管理，建立银行承兑汇票台账，及时、准确登记收支情况，并每月初2日按要求上报总经理；（2）对于空白收据必须严格管理，专设登记薄登记，认真办理领用注销手续。4.银行业务及其他：（1）负责与各开户行客户经理的日常联络（中信、郑州银行等），获取最新金融政策或合适我公司上下游客户产品，及时上报国家金融政策变化或相关银行引发的突***况对我公司金融产生不良影响；（2）办理银行、集团借款，保理业务等的资料准备工作；（3）协助财务总监管理应收账款事项，催收应收账款，加快资金回笼；负责公司债务债权融资事项的沟通、办理、国家及相关金融政策研究等工作；和财务总监一起协助医院融资。5.报表编制：（1）每日需填写资金日报，大额资金，及余额汇报，每月月底最后一天（30/31日）上报资金日报；（2）每月1号前上报资金月报与月度报表，3日上报筹资情况和银行信息统计表；",国企  |  1000-5000人
库房管理员（遂宁工厂）,四川阿宁食品有限公司,4-5千·13薪,杭州-余杭区,本科,3-4年经验,包吃,快速消费品(食品、饮料、化妆品),,已上市  |  5000-10000人
仓库管理员,常州市巨泰电子有限公司,4.5-5.5千,宁波-江北区,大专,2年经验,五险一金,电子技术/半导体/集成电路,1、熟悉招标代理工作流程。2、编制招标方案、招标文件，发布招标公告等工作;3、组织开评标过程。4、1年以上工作经验，熟悉法律法规。5、具有良好的沟通协调能力和团队精神，认真负责。薪酬福利:1.带薪年休假，法定节假日，旅游奖励假;2.五险一金;节日福利消费卡券、三八妇女节福利、生日礼品卡;3.高温补贴、出差补贴等;4员工年度体检、团队建设;5.年度旅游、徒步活动、年会;6.专业技能培训、继续教育、考核晋升(咨询员-项目经理-部门经理-公司***);7.绩效考核、年终奖；,民营  |  500-1000人
企业管理岗,陕西金泰化学科技集团有限公司,4-8千,昆明-嵩明县,本科,无需经验,制造业,石油/化工/矿产/地质,岗位职责：????1、对金融市场中的可投资品种进行研究分析，建立投资备选方案并及时更新；????2、跟踪研究宏观经济形势和国内外市场、行业动态，提供数据支持和投资建议；????3、负责公司指定账户的资金运作；????4、分析行情，做出每日交易计划；????5、实时盯盘，研判行情走势，制定每日交易策略；把握市场机会，及时交易；????6、检查交易结果，撰写交易报告，解释异常现象，改善交易技术；????7、每日复盘会议，对信息做汇报与解读；任职要求：????1、本科及以上学历；????2、金融、经济等相关专业毕业，具备专业的经济学基础知识，具备基金、证券、期货从业资格或经验者优先考虑。????3、自学能力和研究分析能力强，逻辑严谨、思路清晰、具备团队合作精神和高度责任感；????4、认同部门的发展理念，致力于在投资行业长期发展；岗位待遇：????1、试用期3000元/月，试用期三个月（表现良好者可提前转正），转正后每月固定底薪4000+高额提成，优秀者待遇面谈从优。????2、周末双休，遵照国家法定节假日放假；????3、转正后起步给予5—10万实盘资金操作，止损底线20%。,国企  |  1000-5000人
项目机械管理（应届）,上海建工一建集团有限公司,10-15万/年,上海-闵行区,03-07发布,1年经验,上海建工一建集团有限公司,建筑/建材/工程,CustomerFocus---学员服务1、完成校区日常排课、调课工作，并及时通知学员、家长及授课教师，2、以专业学习顾问的角色与学员、家长保持良好的周期性沟通，为学员提供专业的学习方面的支持和帮助，3、熟练掌握课程相关信息、政策要求，负责学员学籍管理、课程管理、环境维持等。InternalProcess---教服质量1、了解学员需求，有效管理学员的学习进度和学习效果及各类教学数据的管理，学生档案资料的日常管理，定期分析学生学习情况，并形成分析报告，2、校区日常物料统筹管理，3、协助完成相关音乐考级及演出活动的执行工作。Financial---业绩1、学生授课后及授课中的服务跟进，适时提醒并推动学员续费，提高客户满意度和忠诚度，保持良性续费频率，2、跟进学员在校区的学习过程，为学校争取良好的口碑，配合市场岗位合理推进转介绍报课工作。Functionalexpertise---岗位专业知识1、参加学校组织的各类音乐知识和通识内容培训，并运用到日常与学员家长、老师的沟通中。,国企  |  1000-5000人
企业管理咨询师,深圳市拓普理德企业管理顾问有限公司,2-4万,湖州-长兴县,03-07发布,1年经验,管理咨询,计算机软件,,民营  |  少于50人
仓库管理员,中外运高新物流（苏州）有限公司,5-8千·13薪,柳州,本科,3-4年经验,带薪年假,交通/运输/物流,,国企  |  150-500人
设备管理员,华益药业科技（安徽）有限公司,5-8千,邵阳,大专,3-4年经验,设备管理员,制药/生物工程,1、大专及以上学历，广告学、汉语言文学、新闻学、传播学、机电等相关专业；2、3年以上企业文化提炼、品牌策划、企业宣传工作经验；3、具备较强的文案主笔、宣传运营、企业形象塑造及策划能力；4、具备优秀的文字功底和驾驭能力5、善于沟通、协调，且具有强烈的责任感和事业心。职位要求：工作时间：8小时,合资  |  150-500人
项目机械管理（应届）,上海建工一建集团有限公司,10-15万/年,无锡-锡山区,大专,1年经验,上海建工一建集团有限公司,建筑/建材/工程,岗位职责：1)根据来料检验报告、和辅料的送货单核对入库物料的型号和数量，确认好后放在对应的区域，并填写物料卡。2)核对领料单无误后，按型号，数量发料，并填写物料卡。3)审核采购部做的采购入库单，保证采购入库帐和入库物料实物相符。4)审核销售部做的销售出库单，保证销售出库帐和出库物料实物相符。5)做库存表，每天将所收发的物料和产品明细分类统计，发给相关部门，为其他部门物料申请是作参考。6)将发料和入库的单据输入财务系统。7)做指令单，统计当月发料和生产入库情况。8)做良率统计表，对当月生产入库的良品，根据投入数，核算各类别的良品率。9)盘点，每月底对仓库物料进行盘点，确保帐、物、卡一致。10)向部门领导反馈存货异常情况，以减少呆、滞料的出现，充分发挥公司资源的作用。11)做好仓库的日常管理工作，比如5S，按ISO要求进行集中分区管理，并按照3C-ROHS要求划分ROHS合格品区与ROHS不合格品区，对物料进行储存和管理。任职资格：年龄：20-40岁教育背景：大专及以上学历；工作经验：1年以上工作经验，1年以上仓管经验，半导体行业优先考虑知识技能：熟练使用word/excel等办公软件，ERP、金蝶等系统软件；个人素质：具有较强的组织协调能力、分析判断能力、人际关系能力、沟通能力；认真负责、思维缜密。,国企  |  1000-5000人
网店店铺管理员,广州芯康医疗科技有限公司,7-14万·13薪,常州-武进区,高中,2年经验,产品推广,医疗设备/器械,"工作内容：1、熟悉仓库管理，协助完善仓库管理流程和制度；				2、按照5S、区域功能划分和物料标识等做好仓库现场管理；				3、做好单据录入、统计和分析工作，做到账物卡一致；				4、做好最低库存、有效期和库存周期管理；5、不合格品、呆废料的预防和处理；				6、每周和每月配合财务做好在库物料的盘点工作；7、其他临时安排的工作。				任职要求：1、教育水平：高中以上学历，专业不限；2、工作经验：2年以上仓库管理工作经验；3、岗位技能：熟悉仓库作业基本流程，现场5S，会使用ERP，EXCEL。",民营  |  少于50人
仓库管理员 / 理货员 / 打包发货员,杭州海崖科技有限公司,5-6千,,,,五险一金,互联网/电子商务,,民营  |  少于50人
仓库管理员,广州慕紫服装有限公司,4-5千,邵阳,大专,3-4年经验,全勤奖,服装/纺织/皮革,1、大专及以上学历，广告学、汉语言文学、新闻学、传播学、机电等相关专业；2、3年以上企业文化提炼、品牌策划、企业宣传工作经验；3、具备较强的文案主笔、宣传运营、企业形象塑造及策划能力；4、具备优秀的文字功底和驾驭能力5、善于沟通、协调，且具有强烈的责任感和事业心。职位要求：工作时间：8小时,民营  |  150-500人
项目质量管理（应届）,上海建工一建集团有限公司,10-15万/年,无锡-锡山区,大专,5-7年经验,上海建工一建集团有限公司,建筑/建材/工程,岗位描述：1.负责模具加工人员管理、人员分工和协调。2.负责模具日常管理、图纸图档资料、模具保养修理记录的档案管理监督。3.负责模具相关的生产修理问题跟进和协调解决。4.负责模具开发和量产过程的修理问题的反馈与跟进及领导安排的其他工作。任职资格：1.要求熟练掌握精密注塑模具加工工序。有团队管理经验，包括注塑模具日常管理，文书管理，人员管理。2.熟悉注塑模具结构，能独立调试和组立和独立分析模具出现的异常问题。3.懂图纸熟练基本的加工设备和操作工序。4.沟通能力强，有团队精神。模具管理经验至少5年以上,国企  |  1000-5000人
仓库管理员,南京先进激光技术研究院,4-6千,宁波-鄞州区,03-07发布,无需经验,五险一金,学术/科研,仓管员，管理岗从内部提升，欢迎德才兼备的人来加入我们。职责描述：1、负责仓库日常收、发、存管理工作，努力达成帐、卡、物一致；2、对照生产领料出库单，按照先进先出原则发料；3、做好物料仓库的位置筹划及正确合理的摆放；4、负责定期盘点库存原料、成品、半成品和配件，达到数量清、帐表清；5、每月底负责与财务对帐；6、完成上级交待的其他工作任务。岗位要求：1、半年以上仓管工作经验；2、熟悉ERP系统，熟练操作Office办公软件，会做账务更佳;3、有叉车证/会开叉车优秀；,事业单位  |  150-500人
停车管理员（写字楼）,珠海西九酒店管理有限公司,4.6-4.8千,青岛,高中,3-4年经验,五险一金,物业管理/商业中心,"-负责店铺收货、出货，并确保出入货记录和库存记录的正确性-负责库房的货品摆放、分类及整洁-负责线上及线下销售的产品包装及出货-负责店铺间货品的转换，退回事宜-负责库存盘点，完成相关报告-包装材料的日常管理，并培训同事熟悉公司的包装制度-为销售提供其他日常支持性工作职位要求：-高中或中专以上学历-工作积极,注重细节-抗压性强，有团队精神-有零售相关工作经验者优",民营  |  50-150人
项目管理（英语或日语）,广州市车厘子电子科技有限公司,7千-1.2万,,,,英语、日语,电子技术/半导体/集成电路,,民营  |  50-150人
项目技术管理（应届）,上海建工一建集团有限公司,10-15万/年,上海-松江区,03-07发布,1年经验,上海建工一建集团有限公司,建筑/建材/工程,岗位职责：1、负责仓库日常物资的验收、入库、码放、保管、盘点、对账等工作；2、负责保持仓内货品和环境的清洁、整齐和卫生工作；3、负责ERP系统数据的录入、填写和传递，相关单证、报表的整理和归档；4、仓库日常盘点工作。任职要求：1、有仓库管理经验优先考虑。,国企  |  1000-5000人
仓库管理员,武汉集思仪器设备有限公司,4-8千·13薪,无锡-无锡新区,高中,1年经验,通讯补贴,石油/化工/矿产/地质,1、ERP系统操作，配件的收发录入；2、发货单据打印；3、仓库盘点、5S及定位管理；4、每月与财务核对数据；4、领导交办的其他工作。,民营  |  50-150人
对日项目管理,大连必捷必信息技术有限公司,1.5-2.5万,,,,项目管理,计算机软件,,合资  |  150-500人
法律事务管理岗位,中国邮政航空有限责任公司,1-1.5万,,,,中国邮政航空有限责任公司,交通/运输/物流,,国企  |  1000-5000人
项目机械管理（应届）,上海建工一建集团有限公司,10-15万/年,昆山,中技/中专,1年经验,上海建工一建集团有限公司,建筑/建材/工程,,国企  |  1000-5000人
农事管理（集团下属公司）,上海浦东农业发展（集团）有限公司,12-15万/年,广州-天河区,,03-07发布,农学,多元化业务集团公司,,国企  |  150-500人
仓库管理员,重庆瀚淳机械设备有限公司,3.5-3.5千,,,,五险,仪器仪表/工业自动化,,民营  |  50-150人
装修管理岗,中山火炬开发区建设发展有限公司,15-18万/年,上海-浦东新区,本科,1年经验,定期体检,房地产,岗位要求：1.熟悉英国CIEALevel（或爱德思，IB，AP）教育体系，不同考试局，给学生提供课程规划、英语学习规划。2.有国际学校教学安排、教务工作经验的申请者优先考虑3.能够用英文浏览国外大学官网、申请材料。。4.善于与学生沟通，责任心强，具备良好的沟通能力和团队合作精神5.定期反馈学生申请、学习信息，根据学员需求灵活调整学习、备考方案6.配合校区老师做好教辅工作。7.对学生日常学习、考试等行为进行监督管理任职要求：1、本科及本科以上学历，不限专业，有国外留学背景优先考虑。有雅思托福成绩优先考虑。2、热爱教育事业，有国际教育经验优先考虑；3、能主动学习专业知识，随时扩宽自己的知识含量，拥有强大的学习能力；4、沟通协调能力佳，有亲和力，有爱心，同理心；5、工作认真细致，责任心强，具备良好的团队合作精神。6、有教师资格优先考虑目前有徐家汇、杨浦和浦东三大校区。欢迎加入！,国企  |  150-500人
项目安全管理（应届）,上海建工一建集团有限公司,10-15万/年,深圳-宝安区,高中,2年经验,上海建工一建集团有限公司,建筑/建材/工程,1、对数据敏感，具电脑基础，熟悉ERP糸统，相关工作经验二年以上。工作内容:1、负责生产原料，辅料领发，产品入库，做账2、主管安排的其他事项,国企  |  1000-5000人
仓库管理员,中达电通广州分公司,4.5-6.5千·13薪,上海-浦东新区,03-07发布,无需经验,五险一金,仪器仪表/工业自动化,负责仓库进出货，存货管理，执行物料管理规定，保证库内存货安全，禁止无关人员及危险物品进入仓库,外资（非欧美）  |  50-150人
仓库管理员,南京欧一机电科技有限公司,3.5-6千,,,,五险一金,仪器仪表/工业自动化,,民营  |  少于50人
仓库管理员,上海新泓汽车零部件有限公司,7-8千,宿迁,本科,5-7年经验,五险一金,汽车,"要求：本科及以上学历，化学、材料、机械等相关专业，5年以上质量管理岗位工作经历，熟悉ISO9001、IATF16949质量体系；锂电材料行业优先考虑；具有质量内审员资格证，具备较强的文字编写能力,熟练运用质量工具能力,良好的英语读写能力,沟通协调能力和团队合作精神。职责：1、协助策划、负责质量管理体系的建立、推行、运行监督及持续改进；2、组织实施公司生产过程内部审和产品审核，并跟踪验证审核中发现的不符合项的整改；对接顾客、认证机构体系外审，指导各受审核部门的审核准备和现场审核应对；3、组织实施对公司产品质量的检验监督，把好出厂成品质量关和原材料进厂检验关，协助做好新产品检验工作；4、组织实施对各车间进行生产质量的监控，确保产品过程严格按照控制计划和工艺文件要求执行；组织对生产产品质量进行跟踪控制，及时对生产过程中的质量问题进行妥善处理；5、组织人员对产品质量问题和客户意见进行原因分析，并提出纠正和预防措施，并对其实施过程、效果进行跟踪验证；6、负责监督检测中心工作运行；负责公司的计量管理工作，组织对计量器具进行定期检定和校准；7、配合相关部门做好协调工作，完成上级领导安排的其他工作。工作地点：宿迁",民营  |  50-150人
项目安全管理（应届）,上海建工一建集团有限公司,10-15万/年,武汉-汉阳区,中技/中专,5-7年经验,上海建工一建集团有限公司,建筑/建材/工程,工作地点：汉阳黄金口工作内容：1、负责仓库日常物资的验收、入库、摆放、保管、发料、盘点等工作；2、负责仓库日常物资的拣选、复核、装车及发运工作；3、负责保持仓内货品和环境的清洁、整齐和卫生工作；4、部门主管交办的其它事宜。任职资格：1、中专及以上学历，需有仓管经验；2、熟悉仓库进出货操作流程；3、积极耐劳、责任心强、具有合作和创新精神。4、熟练掌握电脑的基本操作。注：因本公司业务涉及制冷行业，有制冷行业相关经验者优先待遇：包吃住，***，试用期工资4000元/月，试用三个月，可提前申请转正，转正后工资5000-6000有社保、绩效。,国企  |  1000-5000人
财务-预算管理岗,昆仑健康保险股份有限公司,15-20万/年,上海-嘉定区,大专,3-4年经验,财务经理,保险,岗位职责：1.负责集团税务管理，确保税务合规，制定与落实税收务筹划方案。2.参与集团财务管理其他工作，包括财务分析、客户信用风险管理、资产管理、预算及现金管理等。3.完成上级领导安排的其他工作。职责要求1.财经类相关专业大专及以上学历，具有中级会计师或税务师证书优先。2.具有总账会计及制造型企业财务工作经验；3.熟悉税收规章制度和具体实务，如增值税政策、所得税汇算清缴，地税政策，出口退税等。4.熟悉ERP操作；5.具有良好的独立工作能力和学习能力。班车：嘉定南门-温宿路-嘉定北-公司嘉定迎园-菊园-嘉一中-公司,民营  |  150-500人
企划专员（会员管理）,新光天地百货（重庆）有限公司,4.5-6千,,,,市场推广,批发/零售,,外资（非欧美）  |  500-1000人
服装生产管理,凯世（上海）贸易有限公司,6千-1.2万,嘉兴-嘉善县,中技/中专,2年经验,职业装,服装/纺织/皮革,要求熟悉电子产品，具有相关工作经验两年以上。,外资（非欧美）  |  少于50人
项目技术管理（应届）,上海建工一建集团有限公司,10-15万/年,广州-黄埔区,大专,3-4年经验,上海建工一建集团有限公司,建筑/建材/工程,工作职责:1.处理公司出险业务的客户货款收款跟进、催收、诉讼事项，压缩坏账规模。2.按揭融资以及分期、全款订单催收管理。3.全面管理公司区域的在外货款催收、处置和考核。4.参与电话、现场客户催收，协调法务进行诉讼应对，承办催款函、法务函、律师函发送工作。任职资格:1.大专以上学历，3年及以上工作经验，相关法律相关专业有限。2.需懂OFFICE办公软件，思维清晰，表达能力强。3.责任心强，具有较强的自我心理调解能力，能够承受压力并进行自我调节和自我激励。4.能适应广东省内出差。5.需有C1驾照，自配小车。,国企  |  1000-5000人
仓库管理员,深圳市锂控自动化科技有限公司,7千-1万,常州,大专,3-4年经验,五险一金,计算机软件,岗位职责：1.负责集团税务管理，确保税务合规，制定与落实税收务筹划方案。2.参与集团财务管理其他工作，包括财务分析、客户信用风险管理、资产管理、预算及现金管理等。3.完成上级领导安排的其他工作。职责要求：1.财经类相关专业大专及以上学历，具有中级会计师或税务师证书优先。2.具有总账会计及制造型企业财务工作经验；3.熟悉税收规章制度和具体实务，如增值税政策、所得税汇算清缴，地税政策，出口退税等。4.熟悉ERP操作；5.具有良好的独立工作能力和学习能力。,民营  
商品库存管理,上海绘宝客服饰有限公司,4.5-5千,,,,带薪年假,贸易/进出口,,民营  |  少于50人
质量管理工程师-合肥,京北方信息技术股份有限公司武汉分公司,1-1.5万,宣城,大专,2年经验,五险一金,计算机服务(系统、数据服务、维修),岗位职责：1，持有叉车证2，持有B2照及以上驾驶证3，熟练使用office办公室软件，会使用K3系统4，工作认真负责，能完成领导临时安排的其他任务,民营  |  500-1000人
项目施工管理（应届）,上海建工一建集团有限公司,10-15万/年,,,,上海建工一建集团有限公司,建筑/建材/工程,,国企  |  1000-5000人
