职位名称,薪酬,城市地区,工作经验要求,学历要求,关键词,公司名称,规模类型,公司标签,地区,薪酬_n,月薪最小值,月薪最大值
导购员,8千-1万,贵阳·云岩区,2年,大专,"五险
员工旅游
绩效奖金
年终奖金
专业培训
晋升空间大",贵州新协和经济发展有限公司,民营  |  50-150人,建筑/建材/工程,贵阳,8000-10000,8000,10000
银行大堂引导员双休五险一金,4.5-4.6千,武汉,1年,大专,"引导
环境消毒
迎送服务
巡检
五险一金
年终奖
节日福利
平台好
氛围好",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4500-4600,4500,4600
工程部总监,5-8千,广州,5-7年,大专,"管理施工
项目勘察
施工方案
五险一金
带薪年假
加班补贴",广州兴楼经济发展有限公司,民营  |  150-500人,物业管理/商业中心,广州,5000-8000,5000,8000
小郎酒销售代表（青山区）,8千-1.2万,武汉·青山区,1年,中技/中专,"节日福利
单休
社保
餐饮
食品
房地产
汽车
渠道销售
地推
销售代表
大客户销售",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品),武汉,8000-12000,8000,12000
银行大堂引导员双休五险一金,4.5-4.6千,武汉·硚口区,1年,大专,"引导
宣传教育
情绪安抚
迎送服务
巡检
服务设备
五险一金
年终奖
节日福利
平台好
氛围好",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4500-4600,4500,4600
有害生物防制员,8千-1.2万,广州·海珠区,3-4年,初中及以下,"包住宿
绩效奖金
全勤奖
节日福利
交通补贴
住房补贴
通讯补贴
普工
包装工
快递
清洁
农民工
搬运工
电工
有害生物防制
工地
操作工",广州粤洪经济发展有限公司,民营  |  少于50人,环保,广州,8000-12000,8000,12000
小郎酒销售代表（汉口）,8千-1.2万,武汉·汉阳区,1年,中技/中专,"节日福利
单休
社保
餐饮
食品
房地产
销售代表
销售业务员
地推
团购",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品),武汉,8000-12000,8000,12000
物理学/光学工程师,1.5-2.5万,深圳·宝安区,1年,硕士,"光学
物理学
英文口语
硕士
年终奖金
带薪年假
节日福利
五险一金
周末双休",恩立经济咨询（深圳）有限公司,外资（非欧美）  |  150-500人,贸易/进出口,深圳,15000-25000,15000,25000
建筑装饰深化设计技术员,8千-1万,绍兴,3-4年,本科,"五险一金
节日福利
补充医疗保险
周末双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),绍兴,8000-10000,8000,10000
小郎酒销售代表(硚口区）,8千-1.2万,武汉·江汉区,1年,中技/中专,"节日福利
单休
缴社保
团建活动
年终奖金
销售
陈列
铺市
网点开发维护
订单沟通
氛围营造",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品),武汉,8000-12000,8000,12000
小郎酒销售代表,8千-1.2万,武汉·汉阳区,1年,大专,"交通补贴
餐饮补贴
通讯补贴
节日福利
弹性工作
绩效奖金
带薪年假
全勤奖
渠道销售
直销销售
销售代表
销售人员
渠道业务员
业务员
业务员代表
牛奶销售
酒水销售
液态奶销售",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品),武汉,8000-12000,8000,12000
有害生物防制员,6千-1万,广州·海珠区,3-4年,初中及以下,"五险一金
补充医疗保险
补充公积金
交通补贴
通讯补贴
绩效奖金
弹性工作
专业培训
年终奖金
餐饮补贴
操作工
维修
质检
包装
搬运
快递
水电工
建筑工地
杂工
有害生物防制",广州粤洪经济发展有限公司,民营  |  少于50人,环保,广州,6000-10000,6000,10000
可视化组件研发工程师,1.2-2.4万·15薪,长沙,2年,本科,"双休
五险一金
通讯补贴
餐饮补贴
交通补贴
年终奖金
定期体检
专业培训
办公环境舒适",北大计算与数字经济研究院,事业单位  |  150-500人,计算机软件,长沙,12000-24000,12000,24000
小郎酒销售代表（江夏区）,8千-1.2万,武汉·江夏区,1年,中技/中专,"通讯补贴
节日福利
单休
社保
团建福利
带薪年假
餐饮
食品
渠道销售
直销销售
销售代表
业务员
销售人员
业务员代表
酒水销售",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品),武汉,8000-12000,8000,12000
小郎酒市场督促,6-7千,武汉·武昌区,1年,大专,"节日福利
单休
缴社保
团建活动
年终奖金
销售跟进
市场支持
市场开拓
活动方案
陈列支持",武汉和祥兴经济发展有限公司,民营  |  150-500人,快速消费品(食品、饮料、化妆品),武汉,6000-7000,6000,7000
招生带班老师,5-7千,青岛·市南区,1年,本科,"五险一金
交通补贴
餐饮补贴
通讯补贴
专业培训
绩效奖金
年终奖金",青岛兰德经济管理培训学校,民营  |  50-150人,教育/培训/院校,青岛,5000-7000,5000,7000
培训老师/会务助理,5-7千,青岛·市南区,无需经验,本科,"会务
会展
培训
老师
班主任
后勤
教育培训
五险一金
周末双休
绩效奖金
年终奖金
专业培训
带薪年假",青岛兰德经济管理培训学校,民营  |  50-150人,教育/培训/院校,青岛,5000-7000,5000,7000
前台行政文员,4-5千,珠海,1年,中技/中专,"电话接听
前台文员
五险一金
员工旅游
交通补贴
餐饮补贴
专业培训
绩效奖金
年终奖金
定期体检",珠海经济特区伟思有限公司,民营  |  150-500人,计算机软件,珠海,4000-5000,4000,5000
商贸招商项目经理（临港奉贤）,8千-1.5万,上海,3-4年,本科,"通勤班车
工作午餐
五险一金
定期体检
补充公积金
年终奖金
餐饮补贴
专业培训",上海临港奉贤经济发展有限公司,国企  |  50-150人,房地产,上海,8000-15000,8000,15000
行政前台,4.5-5千,武汉·江汉区,无需经验,大专,"五险一金
年终奖
节日福利
平台好
氛围好
交通补贴
餐饮补贴
通讯补贴
绩效奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4500-5000,4500,5000
薪税专员五险一金,3.5-6千,武汉·江汉区,2年,本科,"人力资源管理
税费申报
费用账单
差异核对
数据处理
寄送发票
财税
五险一金
年终奖金
双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,3500-6000,3500,6000
银行大堂引导员,4-4.5千,武汉·汉阳区,无需经验,大专,"引导
迎送服务
五险一金
年终奖金
节日福利",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4000-4500,4000,4500
银行大堂助理,3.5-4.5千·13薪,武汉·硚口区,1年,大专,"营销
柜员
客服
接待
引导分流
五险一金
年终奖金
双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,3500-4500,3500,4500
商业运营经理,1-1.5万,武汉·江汉区,1年,大专,"房地产
运营
营销
地产
数据分析
五险一金
年终奖金
双休
武汉就近安排",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,10000-15000,10000,15000
法务合规专员,5-6千,武汉·洪山区,2年,本科,"法律
法学
五险一金
节日福利
补充医疗保险
周末双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,5000-6000,5000,6000
银行大堂引导员,4-4.2千·13薪,宜昌·西陵区,1年,大专,"柜员
接待
客服
宣传
引导分流
五险一金
年终奖金
双休
武汉就近安排",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),宜昌,4000-4200,4000,4200
仓库管理员长白班,5-6千·13薪,武汉·东西湖区,3-4年,大专,"五险一金
年终奖
节日福利
平台好
氛围好
化工
审核
仓库
台账
商业管理
管理仓库
分区存放管理
仓位筹划
英语听说读写",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,5000-6000,5000,6000
咨询业务专员,5千-1万,上海·黄浦区,3-4年,本科,"销售
顾问
咨询
市场
项目
五险一金
员工旅游
绩效奖金
年终奖金
定期体检
餐费补贴",上海福卡经济预测研究所有限公司,民营  |  50-150人,学术/科研,上海,5000-10000,5000,10000
钢材销售+6K底薪,6-8千,南昌·红谷滩新区,1年,大专,"五险一金
专业培训
交通补贴
餐饮补贴
年终奖金
绩效奖金
销售代表
渠道销售
直销销售",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),南昌,6000-8000,6000,8000
客服专员 五险一金,4-6千,武汉,无需经验,大专,"五险一金
年终奖金
专业培训
绩效奖金
定期体检",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4000-6000,4000,6000
司机包吃住交社保,4-6千,随州,5-7年,高中,"五险一金
年终奖金
司机
商务司机
行政司机
货运司机",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),随州,4000-6000,4000,6000
售后技术支持工程师,6千-1万,广州,1年,大专,"五险一金
员工旅游
交通补贴
餐饮补贴
通讯补贴
绩效奖金
年终奖金
技术支持
网络工程
周末双休
带薪年假
年终双薪
奖金丰厚
交通补助
出差补贴
节日福利",珠海经济特区伟思有限公司,民营  |  150-500人,计算机软件,广州,6000-10000,6000,10000
项目经理,4-6千,武汉·武昌区,3-4年,大专,"项目管理
施工
项目经理
项目主管
工程管理
建筑工程
五险一金
带薪年假
节日福利
年终奖金
补充医疗保险
项目奖金",武汉永信经济发展有限公司,民营  |  50-150人,建筑/建材/工程,武汉,4000-6000,4000,6000
理科编辑（数学编辑）,4.5-6千,武汉,2年,本科,"五险一金
周末双休
专业培训
节假日休",广东经济出版社有限公司,国企  |  50-150人,文字媒体/出版,武汉,4500-6000,4500,6000
银行大堂引导员,4-6千,武汉·洪山区,1年,大专,"柜员
客服
接待
宣传
引导分流
营销
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4000-6000,4000,6000
驻点人事专员双休五险一金,5-5.5千·13薪,武汉·东湖新技术产业开发区,1年,大专,"人力资源
客户沟通
客情关系
服务
人力资源行业
服务报告
数据整理
酒店预订
劳动合同续签
五险一金
年终奖
节日福利
平台好
氛围好",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,5000-5500,5000,5500
银行大堂引导员,3.5-3.8千,咸宁,无需经验,大专,"引导
迎送服务
银行
五险一金
年终奖金
交通补贴
定期体检
餐饮补贴",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),咸宁,3500-3800,3500,3800
党建文员,5-6千·13薪,武汉·洪山区,2年,本科,"宣传
接待
策划
新闻稿
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,5000-6000,5000,6000
彩超医师半天班,4-6千,武汉·江岸区,2年,大专,"体检中心
超声
X射线机
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4000-6000,4000,6000
银行大堂引导员,4.5-4.6千,武汉·硚口区,1年,大专,"管理
引导
宣传教育
情绪安抚
巡检
服务设备
迎送服务
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4500-4600,4500,4600
退休人员销售,5千-1万,上海·黄浦区,5-7年,大专,"五险一金
员工旅游
绩效奖金
年终奖金
定期体检
餐费补贴
产品销售
退休返聘
市场开发
客户维护",上海福卡经济预测研究所有限公司,民营  |  50-150人,学术/科研,上海,5000-10000,5000,10000
湖南分销副总,1.5-1.7万,长沙,5-7年,本科,"经销商
智能终端
电子通信
运营商关系
五险一金
年终奖
节日福利",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),长沙,15000-17000,15000,17000
招投标工程师,1-1.1万,武汉·江汉区,5-7年,本科,"五险一金
节日福利
补充医疗保险
周末双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,10000-11000,10000,11000
置业顾问,6千-1.2万,武汉·武昌区,3-4年,大专,"五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,6000-12000,6000,12000
人事外包项目巡视专员（出差）,4-6千·13薪,武汉·江汉区,2年,本科,"考勤
劳务派遣
人才发展
薪酬绩效
员工关系
hrbp
五险一金
年终奖金
双休",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4000-6000,4000,6000
售楼部收银员,5-5.5千·13薪,武汉·武汉经济开发区,1年,大专,"会计
房地产
收银
五险一金
年终奖金",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,5000-5500,5000,5500
标准法规研究,4-8千,襄阳·襄州区,3-4年,本科,"汽车
符合性审查
企业标准化
归口管理
标准化
受控管理
行业政策
英语听说读写
项目管理
五险一金
年终奖
节日福利
平台好
氛围好",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),襄阳,4000-8000,4000,8000
地产公司诚聘厨师,4.5-6千,武汉·江夏区,5-7年,中技/中专,"包吃
社保
节日福利
厨工
后厨
餐饮
厨房",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),武汉,4500-6000,4500,6000
银行大堂引导员,3.2-4千,黄石,无需经验,大专,"五险一金
年终奖金
节日福利",中智湖北经济技术合作有限公司,国企  |  50-150人,专业服务(咨询、人力资源、财会),黄石,3200-4000,3200,4000
